NR_OMRAD,värdeår 1929,värdeår 1960,värdeår 1970,värdeår 1980,värdeår 1990,värdeår 2000,värdeår 2010,värdeår 2016
2482035,830,910,930,1000,1050,1100,1160,1240
2482036,830,910,930,1000,1050,1100,1160,1240
2482037,780,830,880,910,930,1000,1020,1060
2482038,780,830,880,910,930,1000,1020,1060
2482040,700,760,780,810,830,870,900,930
2482041,700,760,780,810,830,870,900,930
2482042,700,760,780,810,830,870,900,930
2482046,700,760,780,810,830,870,900,930
2482050,650,700,730,760,780,830,870,900
2482332,780,830,880,910,930,1000,1020,1060
2482900,550,600,620,650,700,730,760,780
2505100,700,750,770,800,850,880,930,960
2505101,520,560,570,580,590,620,670,700
2506100,700,750,770,800,850,880,930,960
2506101,520,560,570,580,590,620,670,700
2510100,700,750,770,800,850,880,930,960
2510101,520,560,570,580,590,620,670,700
2510102,520,560,570,580,590,620,670,700
2510103,620,640,670,700,720,770,800,830
2510104,700,750,770,800,850,880,930,960
2513100,620,640,670,700,720,770,800,830
2513101,520,560,570,580,590,620,670,700
2514100,770,820,850,880,930,1000,1060,1100
2514101,700,750,770,800,850,880,930,960
2514102,520,560,570,580,590,620,670,700
2514103,520,560,570,580,590,620,670,700
2514104,520,560,570,580,590,620,670,700
2514105,520,560,570,580,590,620,670,700
2514106,520,560,570,580,590,620,670,700
2514107,520,560,570,580,590,620,670,700
2518100,700,750,770,800,850,880,930,960
2518101,520,560,570,580,590,620,670,700
2518102,520,560,570,580,590,620,670,700
2521100,700,750,770,800,850,880,930,960
2521101,520,560,570,580,590,620,670,700
2521102,520,560,570,580,590,620,670,700
2521103,520,560,570,580,590,620,670,700
2523100,820,880,930,1000,1060,1160,1180,1230
2523101,700,750,770,800,850,880,930,960
2523102,700,750,770,800,850,880,930,960
2523103,520,560,570,580,590,620,670,700
2523104,700,750,770,800,850,880,930,960
2523105,620,640,670,700,720,770,800,830
2523106,520,560,570,580,590,620,670,700
2560100,700,750,770,800,850,880,930,960
2560101,520,560,570,580,590,620,670,700
2580100,1050,1100,1210,1310,1370,1500,1650,1770
2580101,1000,1080,1160,1210,1260,1370,1440,1540
2580102,920,1000,1050,1100,1180,1290,1310,1400
2580103,770,820,850,880,930,1000,1060,1100
2580104,770,820,850,880,930,1000,1060,1100
2580105,770,820,850,880,930,1000,1060,1100
2580106,770,820,850,880,930,1000,1060,1100
2580107,770,820,850,880,930,1000,1060,1100
2580108,770,820,850,880,930,1000,1060,1100
2580109,770,820,850,880,930,1000,1060,1100
2580110,770,820,850,880,930,1000,1060,1100
2580111,700,750,770,800,850,880,930,960
2580112,620,640,670,700,720,770,800,830
2580113,520,560,570,580,590,620,670,700
2580114,1000,1080,1160,1210,1260,1370,1440,1540
2580115,770,820,850,880,930,1000,1060,1100
2580116,1050,1100,1210,1310,1370,1500,1650,1770
2580200,920,1000,1050,1100,1180,1290,1310,1400
2580202,770,820,850,880,930,1000,1060,1100
2580204,920,1000,1050,1100,1180,1290,1310,1400
2580206,1000,1080,1160,1210,1260,1370,1440,1540
2580208,770,820,850,880,930,1000,1060,1100
2580300,520,560,570,580,590,620,670,700
2581100,820,880,930,1000,1060,1160,1180,1230
2581101,820,880,930,1000,1060,1160,1180,1230
2581102,700,750,770,800,850,880,930,960
2581103,620,640,670,700,720,770,800,830
2581104,770,820,850,880,930,1000,1060,1100
2581105,700,750,770,800,850,880,930,960
2581106,620,640,670,700,720,770,800,830
2581107,620,640,670,700,720,770,800,830
2581108,620,640,670,700,720,770,800,830
2581109,520,560,570,580,590,620,670,700
2581110,520,560,570,580,590,620,670,700
2581111,620,640,670,700,720,770,800,830
2581112,700,750,770,800,850,880,930,960
2581113,1000,1080,1160,1210,1260,1370,1440,1540
2582100,700,750,770,800,850,880,930,960
2582101,700,750,770,800,850,880,930,960
2582102,620,640,670,700,720,770,800,830
2582103,520,560,570,580,590,620,670,700
2582104,920,1000,1050,1100,1180,1290,1310,1400
2582200,620,640,670,700,720,770,800,830
2582300,620,640,670,700,720,770,800,830
2583100,820,880,930,1000,1060,1160,1180,1230
2583101,820,880,930,1000,1060,1160,1180,1230
2583102,770,820,850,880,930,1000,1060,1100
2583103,520,560,570,580,590,620,670,700
2583200,820,880,930,1000,1060,1160,1180,1230
2583201,920,1000,1050,1100,1180,1290,1310,1400
2584100,820,880,930,1000,1060,1160,1180,1230
2584101,770,820,850,880,930,1000,1060,1100
2584102,770,820,850,880,930,1000,1060,1100
2584103,620,640,670,700,720,770,800,830
2584104,520,560,570,580,590,620,670,700
2584105,520,560,570,580,590,620,670,700
2584106,520,560,570,580,590,620,670,700
2584107,920,1000,1050,1100,1180,1290,1310,1400
2584301,620,640,670,700,720,770,800,830
